"cut","clarity","table","x","z"
"Premium","SI1",62,4.3,2.64
"Premium","SI2",58,4.32,2.68
"Premium","VS1",61,4.33,2.64
"Premium","VS1",59,4.28,2.67
"Premium","VS1",59,4.27,2.68
"Ideal","VVS1",55,4.99,3.08
"Very Good","SI1",57,5.22,3.16
"Ideal","VVS1",57,4.8,2.93
"Very Good","VVS1",59,4.72,2.98
"Ideal","IF",54,4.74,2.97
"Ideal","IF",56,4.77,2.95
"Fair","SI1",63,5.67,3.12
"Very Good","IF",57,4.6,2.78
"Ideal","SI1",54,5.26,3.26
"Ideal","SI2",57,5.28,3.22
"Very Good","SI1",61,5.17,3.16
"Ideal","SI1",57,5.4,3.26
"Ideal","VVS1",56,4.91,2.92
"Ideal","VVS1",53,5.1,3.19
"Ideal","VS1",54,5.13,3.16
"Ideal","SI1",56,5.22,3.18
"Ideal","VS1",57,4.83,2.95
"Fair","VS1",57,5,3.25
"Ideal","VVS1",55,4.73,2.93
"Ideal","VVS1",57,4.46,2.75
"Ideal","VS2",55,5.16,3.18
"Very Good","VVS1",60,4.71,2.93
"Ideal","VVS1",55,4.77,2.95
"Ideal","VVS2",57,5.18,3.2
"Ideal","SI1",56,5.22,3.22
"Ideal","IF",53,4.94,3.08
"Premium","SI1",61,5.32,3.19
"Premium","VS2",59,5.46,3.39
"Ideal","VS2",54,5.22,3.25
"Ideal","SI1",57,5.09,3.18
"Very Good","SI1",59,5.17,3.22
"Premium","SI1",59,5.07,3.18
"Ideal","VVS2",57,4.82,2.93
"Premium","SI1",58,5.63,3.34
"Ideal","VS1",57,5.21,3.2
"Ideal","SI1",56,5.28,3.29
"Ideal","SI1",57,5.22,3.25
"Ideal","VS2",57,5.14,3.16
"Very Good","VS2",58,5.12,3.25
"Premium","SI2",56,5.17,3.18
"Ideal","IF",56,5.18,3.2
"Very Good","VS2",57,5.04,3.23
"Premium","VS2",59,5.36,3.19
"Very Good","SI1",57,5.3,3.35
"Good","SI1",56,5.3,3.39
"Very Good","VS2",58,5.08,3.23
"Very Good","SI1",57,5.1,3.21
"Ideal","SI1",55,5.2,3.2
"Good","VS2",59,4.89,3.19
"Very Good","SI1",56,5.24,3.31
"Ideal","VVS2",56,4.85,2.97
"Ideal","VVS2",56,4.79,2.99
"Premium","SI1",59,5.2,3.2
"Very Good","SI1",57,5.47,3.46
"Very Good","VVS1",58,4.77,2.97
"Very Good","SI1",59,5.14,3.24
"Very Good","VS1",57,5.22,3.19
"Ideal","VS1",54,4.9,3.06
"Ideal","IF",57,4.79,3
"Very Good","SI1",58,5.19,3.21
"Premium","VS1",58,5.22,3.13
"Ideal","SI1",55.1,5.25,3.23
"Very Good","VS2",55,5.13,3.15
"Ideal","SI1",57,5.32,3.3
"Ideal","VVS1",56,4.73,2.95
"Premium","IF",58,4.77,2.89
"Ideal","VVS1",56,4.73,2.9
"Premium","VVS1",59,4.74,2.89
"Ideal","SI2",56,5.37,3.26
"Ideal","SI1",58,4.73,2.94
"Ideal","VVS1",56,4.63,2.87
"Ideal","IF",55,4.85,2.93
"Premium","IF",59,4.8,2.91
"Ideal","VVS1",57,4.78,2.98
"Good","SI1",57.9,5.16,3.33
"Very Good","VS1",60,4.25,2.68
"Ideal","SI1",56,4.35,2.7
"Very Good","SI1",59,4.25,2.68
"Ideal","SI1",57,4.27,2.65
"Premium","SI2",59,4.29,2.66
"Premium","SI2",62,4.27,2.63
"Ideal","VS2",55,4.34,2.69
"Very Good","SI1",58,5.35,3.22
"Ideal","VS2",55,5.2,3.2
"Ideal","SI2",57,5.46,3.34
"Very Good","VS2",55,5.46,3.45
"Very Good","SI1",60,5.3,3.36
"Good","VS2",61,4.98,3.2
"Ideal","IF",55,4.68,2.89
"Premium","SI1",57,5.11,3.2
"Very Good","SI1",58,5.09,3.15
"Very Good","SI1",56,5.28,3.21
"Ideal","VS1",56.3,5.1,3.1
"Ideal","SI1",56,5.28,3.25
"Ideal","IF",54,4.75,2.96
"Ideal","SI1",56,5.1,3.19
"Ideal","SI1",56,5.19,3.17
"Good","VS2",56,5.11,3.21
"Good","IF",61,4.99,2.93
"Very Good","SI1",59,5.46,3.25
"Very Good","VS2",59,5.12,3.18
"Ideal","VVS2",54.8,4.89,3.03
"Ideal","SI1",53,5.2,3.24
"Ideal","SI1",55,5.18,3.19
"Very Good","VS1",56,5.02,3.17
"Premium","SI1",59,5.19,3.09
"Very Good","VS1",58,5.04,3.17
"Ideal","VS2",57,5.31,3.29
"Ideal","SI1",55,5.09,3.15
"Premium","SI1",60,5.37,3.32
"Ideal","VVS1",55,4.97,3.07
"Ideal","SI2",54,5.17,3.24
"Ideal","VS2",57,5.17,3.23
"Very Good","SI2",57,5.26,3.32
"Premium","VVS1",58,4.77,2.95
"Premium","SI2",59,5.64,3.5
"Very Good","SI1",59,5.27,3.13
"Very Good","SI2",56.5,5.24,3.19
"Ideal","SI1",58,5.07,3.12
"Premium","SI1",57,5.3,3.21
"Premium","SI1",58,5.18,3.11
"Good","SI1",55,5.09,3.23
"Very Good","SI1",59,5.03,3.17
"Premium","SI1",59,5.01,3.15
"Very Good","VS1",59.2,4.96,3.01
"Ideal","VS2",55.4,5.19,3.2
"Very Good","VVS2",59,4.99,3.05
"Ideal","SI2",58,5.35,3.35
"Good","VS1",61,5.22,3.17
"Premium","VS2",61,5.23,3.02
"Ideal","VVS1",56,4.99,3.09
"Premium","SI1",59,5.19,3.17
"Premium","SI1",58,5.14,3.11
"Good","VS2",55,5.15,3.27
"Very Good","VS1",61,5.06,3.02
"Ideal","VVS1",55,4.88,3.03
"Ideal","VVS1",57,4.84,2.99
"Good","SI1",57,5.06,3.21
"Very Good","SI1",56,5.3,3.35
"Ideal","SI1",54,5.37,3.36
"Very Good","SI1",61,5.09,3.09
"Very Good","SI2",56,5.4,3.44
"Premium","SI2",59,5.41,3.34
"Ideal","VS2",54,5.31,3.28
"Ideal","VS1",56,4.8,2.94
"Premium","SI1",59,5.21,3.18
"Premium","VS2",59,5.31,3.14
"Ideal","VS2",57,5.2,3.15
"Ideal","SI1",54,5.14,3.21
"Good","VS2",65,5.14,3.1
"Ideal","VS2",53,5.12,3.21
"Ideal","IF",57,4.81,2.93
"Ideal","IF",54,4.78,2.97
"Ideal","VVS1",55,4.83,2.93
"Ideal","VVS1",55,4.8,2.93
"Fair","VS2",57,4.95,3.27
"Premium","VS2",60,5.28,3.27
"Ideal","VS2",56,4.38,2.7
"Ideal","VS2",56,4.29,2.66
"Ideal","VS1",57,4.27,2.66
"Good","SI1",55,4.26,2.71
"Premium","SI1",59,4.5,2.7
"Good","SI1",57,4.42,2.81
"Good","SI1",58,4.4,2.82
"Ideal","VS1",53,4.1,2.57
"Ideal","IF",57,4.81,2.96
"Premium","IF",59,4.88,2.99
"Premium","IF",58,4.82,2.96
"Premium","VVS1",58,4.92,2.94
"Premium","VS2",61,5.13,3.1
"Ideal","IF",57,4.69,2.9
"Premium","SI2",58,5.49,3.32
"Ideal","VS2",55.2,5.21,3.24
"Fair","SI2",60,5.7,3.26
"Ideal","SI1",56,5.32,3.28
"Ideal","VS2",57,5.06,3.19
"Good","VS2",56,5.01,3.18
"Premium","SI1",60,5.07,3.17
"Very Good","SI1",61,5.09,3.16
"Good","VS2",57,5.01,3.19
"Good","SI1",56,5.05,3.23
"Good","VS2",58,4.98,3.17
"Good","VS2",58,5,3.17
"Premium","VS2",58,5.1,3.12
"Good","SI1",58,5.05,3.22
"Good","VS2",59,5.04,3.19
"Premium","VS1",59,4.96,3.05
"Ideal","SI1",57,5.36,3.31
"Fair","VS2",60.9,5.6,3.23
"Very Good","VS2",59,5.05,3.17
"Very Good","VS2",57,5.06,3.2
"Very Good","VS2",57,5.05,3.19
"Ideal","VS1",54,5.12,3.22
"Very Good","VS2",57,5.09,3.18
"Ideal","SI1",57,5.2,3.11
"Ideal","SI1",55,5.07,3.19
"Very Good","SI1",56,5.07,3.21
"Very Good","SI2",56,5.31,3.35
"Ideal","IF",56,4.76,2.92
"Ideal","IF",56,4.77,2.94
"Ideal","IF",58,4.78,2.95
"Ideal","VS2",57,5.33,3.19
"Premium","VS2",59,5.42,3.21
"Ideal","SI1",58,5.27,3.2
"Ideal","VVS1",57,4.81,2.89
"Ideal","SI1",54,5.34,3.33
"Premium","SI1",59,5.4,3.17
"Ideal","VS2",55,5.23,3.27
"Ideal","VVS1",58,4.77,2.96
"Ideal","VS1",57,5.33,3.33
"Ideal","SI2",56,5.32,3.33
"Premium","VS1",58,5.12,3.19
"Good","VS2",56,5.1,3.25
"Premium","SI1",58,5.13,3.12
"Good","SI1",54,5.09,3.24
"Good","SI1",56,5.11,3.25
"Very Good","VS2",57,5.06,3.21
"Very Good","VS2",57,5.4,3.31
"Very Good","VS2",56,5.08,3.25
"Very Good","SI1",57,5.11,3.24
"Ideal","SI1",56,5.08,3.16
"Premium","VS2",58,5.19,3.17
"Good","SI1",57,5.1,3.1
"Ideal","VS2",56,5.23,3.27
"Very Good","VS2",59,5.22,3.15
"Ideal","VS2",57,5.04,3.16
"Ideal","VS1",57,5.15,3.13
"Ideal","IF",55,4.94,3.09
"Ideal","VS2",56,5.14,3.17
"Very Good","SI1",56,5.06,3.24
"Ideal","VVS1",57,4.98,3.04
"Very Good","SI1",56,5.09,3.14
"Ideal","SI1",57,4.38,2.74
"Ideal","VS2",57,4.55,2.79
"Ideal","SI2",54,4.68,2.87
"Ideal","VS2",54,4.34,2.7
"Very Good","VVS2",55,3.98,2.56
"Premium","SI2",58,4.56,2.77
"Ideal","VS2",55.2,4.36,2.7
"Premium","VS2",60,3.92,2.44
"Ideal","VVS2",56,4.22,2.61
"Ideal","SI1",53,4.29,2.68
"Ideal","VVS2",55,4.3,2.68
"Good","VS2",64,4.42,2.57
"Good","SI1",56,4.24,2.69
"Ideal","SI1",56,4.48,2.76
"Ideal","SI1",55,4.33,2.7
"Very Good","SI1",57,4.31,2.72
"Good","SI1",57,4.28,2.71
"Ideal","SI1",56,4.32,2.7
"Good","VVS2",61,4.13,2.51
"Ideal","VS2",57,4.46,2.79
"Very Good","VS1",57,4.21,2.55
"Ideal","VS1",54,4.24,2.67
"Very Good","SI1",60,4.62,2.75
"Very Good","VS2",60,4.25,2.55
"Good","VS2",61,4.2,2.6
"Premium","VS1",58,4.28,2.69
"Good","VS1",57,4.23,2.69
"Ideal","VS1",57,4.37,2.62
"Good","SI1",57,4.19,2.7
"Very Good","SI2",61,4.41,2.58
"Ideal","VS2",54,5.12,3.21
"Ideal","VS2",57,5.12,3.19
"Premium","SI1",54,5.18,3.16
"Ideal","SI1",57,5.12,3.17
"Ideal","SI1",55,5.1,3.19
"Very Good","VS2",57,5.05,3.14
"Very Good","VVS1",56,4.76,3
"Fair","I1",60,6.59,3.72
"Very Good","SI1",63,5.5,3.26
"Very Good","VS2",57,5.02,3.23
"Ideal","VS2",53,5.17,3.23
"Very Good","VS2",57,5.08,3.26
"Premium","SI1",57,5.53,3.23
"Ideal","SI1",56,5.23,3.27
"Very Good","VS2",56,5.24,3.28
"Ideal","SI1",55,5.21,3.25
"Premium","SI1",60,5.42,3.38
"Ideal","SI1",55,5.11,3.18
"Very Good","SI1",61,5.48,3.3
"Ideal","VS2",55,5.11,3.18
"Ideal","VS1",56,5.36,3.29
"Ideal","SI1",56,5.12,3.14
"Very Good","VS2",56,5.3,3.34
"Premium","VVS1",61,5.05,3.15
"Ideal","VS2",56,5.18,3.16
"Ideal","VS2",55,5.34,3.29
"Ideal","VS2",55,5.12,3.2
"Premium","VS2",59,5.02,3.16
"Premium","VS2",58,5.07,3.15
"Premium","VS2",62,5.1,3.16
"Ideal","IF",57,4.98,3.04
"Good","VS2",59,5.13,3.27
"Ideal","SI1",57,5.41,3.33
"Ideal","VS2",56,5.17,3.16
"Very Good","VS1",59.5,5.12,3.3
"Ideal","SI1",57,5.11,3.12
"Ideal","VVS1",57,5.14,3.25
"Very Good","VS2",58,5.31,3.24
"Ideal","VS2",58,5.1,3.13
"Good","SI1",61.2,5.4,3.33
"Ideal","SI1",57,5.19,3.23
"Ideal","VS2",55,5.22,3.24
"Premium","VS2",58,5.18,3.18
"Very Good","VVS2",56,5.03,3.18
"Ideal","VS2",56,5.17,3.14
"Premium","SI1",59,5.2,3.14
"Very Good","VS2",55,5.08,3.21
"Premium","SI1",58,5.12,3.16
"Good","VS2",56.5,5.05,3.2
"Ideal","VS1",57,5.05,3.17
"Fair","I1",62,5.97,3.98
"Ideal","SI2",56,5.34,3.25
"Ideal","SI1",57,5.37,3.3
"Ideal","VS1",57,5.06,3.17
"Very Good","VS2",57,5.4,3.38
"Premium","SI2",60,5.42,3.3
"Good","VS2",55,5.31,3.39
"Ideal","VVS2",57,5.01,3.11
"Very Good","VS2",58,5.11,3.22
"Premium","VS2",55,5.1,3.2
"Premium","SI1",61,5.11,3.17
"Very Good","SI1",56,5.08,3.22
"Premium","SI1",61,5.18,3.09
"Very Good","SI1",54,5.23,3.21
"Good","VS1",56,5.08,3.26
"Ideal","VS2",56,5.2,3.17
"Good","VS2",57,5.12,3.26
"Premium","VS1",62,5.2,3
"Ideal","VS1",57,5.08,3.18
"Ideal","VS1",55,5.19,3.23
"Premium","VS2",56,5.19,3.23
"Ideal","VS2",55,5.18,3.21
"Premium","SI1",60,5.44,3.41
"Very Good","SI1",58,5.23,3.28
"Premium","SI2",59,5.53,3.37
"Premium","SI1",59,4.26,2.65
"Very Good","SI1",57,4.4,2.81
"Very Good","VS2",59,4.4,2.74
"Premium","VS1",59,4.44,2.72
"Ideal","VS2",57,4.45,2.71
"Premium","VS1",58,4.4,2.77
"Premium","VS2",58,4.38,2.74
"Very Good","VVS1",61,4.03,2.44
"Very Good","VS2",57,5.25,3.29
"Ideal","SI1",57,5.23,3.29
"Ideal","VS2",56,5.29,3.25
"Ideal","VS2",55,5.24,3.29
"Ideal","SI1",56,5.26,3.29
"Premium","SI1",59,5.22,3.28
"Ideal","VS2",54,5.22,3.25
"Ideal","IF",56,4.89,3
"Ideal","SI1",55,5.49,3.36
"Premium","VS2",59,5.11,3.11
"Ideal","VS1",58,5.14,3.22
"Ideal","VVS1",56,4.8,2.98
"Very Good","VS1",60,5.28,3.08
"Premium","VS1",60,5.13,3.19
"Very Good","VS2",56,5.06,3.2
"Ideal","SI1",56,5.28,3.25
"Ideal","VS2",56,5.17,3.16
"Ideal","VVS1",57,4.89,3.09
"Ideal","SI1",55,5.19,3.18
"Very Good","VVS2",57,5.02,3.14
"Ideal","VS2",54,5.27,3.28
"Premium","SI1",58,5.45,3.33
"Ideal","VS1",54,5.55,3.39
"Ideal","VS2",57,5.23,3.24
"Very Good","VS2",59,5.05,3.19
"Very Good","VS2",56,5.21,3.19
"Ideal","VS2",55,5.17,3.17
"Ideal","SI1",53,5.31,3.3
"Very Good","VS1",58,5.03,3.1
"Very Good","SI1",59.8,5.3,3.18
"Ideal","VS2",55,5.18,3.2
"Premium","SI1",58,5.18,3.1
"Very Good","SI1",58,5.39,3.33
"Ideal","VS2",56,5.11,3.18
"Ideal","VS2",55,5.24,3.26
"Very Good","VS2",57,5.27,3.4
"Ideal","SI1",54,5.36,3.33
"Ideal","SI1",56.4,5.26,3.25
"Very Good","VS2",55,5.05,3.23
"Ideal","VS1",54,5.16,3.19
"Very Good","VS1",59,5.26,3.22
"Ideal","SI1",56,5.14,3.23
"Ideal","SI1",57,5.14,3.22
"Premium","VS2",59,5.12,3.19
"Ideal","VS2",58,5.3,3.32
"Very Good","VS2",59,5.23,3.11
"Ideal","SI1",57,5.52,3.37
"Very Good","VS2",58,5.03,3.19
"Ideal","VS1",57,5.1,3.18
"Very Good","VS1",60,5.07,3.13
"Very Good","VS2",58,5.22,3.31
"Ideal","VS2",56,5.21,3.23
"Ideal","SI1",56,5.26,3.24
"Premium","VS2",62,5.19,3.18
"Ideal","SI1",56,5.18,3.19
"Good","SI1",55,5.12,3.25
"Very Good","VVS2",63,5.26,3.22
"Very Good","VS2",57,5.1,3.22
"Ideal","VS1",55,5.18,3.21
"Very Good","VS1",58,5.15,3.25
"Good","VS1",56,5.1,3.25
"Ideal","SI2",56,5.4,3.3
"Premium","VVS1",56,5.19,3.25
"Very Good","VS1",56,5.16,3.26
"Ideal","VS2",55,5.2,3.24
"Premium","VS2",56,5.19,3.24
"Premium","SI1",56,5.22,3.22
"Ideal","SI1",56,5.21,3.21
"Premium","VS2",59,5.24,3.16
"Ideal","VS2",56,5.3,3.29
"Ideal","SI1",56,5.3,3.3
"Ideal","VS1",56,5.26,3.31
"Premium","VVS1",58,5.25,3.28
"Very Good","VS2",57,5.23,3.3
"Ideal","VS2",55,5.23,3.22
"Premium","VS2",60,4.48,2.72
"Very Good","VVS2",56,4.16,2.6
"Ideal","VVS1",55,4.16,2.62
"Good","SI2",55,4.45,2.83
"Premium","SI2",58,4.51,2.76
"Ideal","VVS2",56,4.02,2.48
"Ideal","VS2",55,4.41,2.72
"Very Good","SI2",56,5.57,3.56
"Ideal","SI1",58,5.24,3.25
"Very Good","VS2",55,5.24,3.19
"Premium","SI1",58,5.06,3.17
"Ideal","VVS2",57,5.19,3.12
"Very Good","VS2",56,5.15,3.17
"Premium","SI1",58,5.54,3.42
"Good","VVS1",56,4.86,3.18
"Premium","VS1",58,5.33,3.28
"Ideal","SI1",57,5.33,3.31
"Premium","VS2",60,5.2,3.15
"Premium","VS2",59,5.09,3.11
"Good","VS2",54.9,5.08,3.21
"Ideal","VS1",55,5.02,3.12
"Very Good","VS1",60,5.18,3.07
"Ideal","VS1",55,5.3,3.29
"Ideal","VS2",57,5.22,3.23
"Very Good","VS1",57,5.22,3.15
"Very Good","SI1",56,5.66,3.53
"Good","SI1",55,5.15,3.29
"Premium","VS2",58,5.13,3.14
"Premium","VS2",58,5.22,3.16
"Ideal","VS1",54,5.14,3.2
"Ideal","VS2",57,5.12,3.2
"Ideal","SI1",56,5.2,3.21
"Ideal","VVS1",56,4.82,2.96
"Very Good","SI1",59,5.42,3.39
"Ideal","VS2",56,5.35,3.36
"Ideal","VS2",54,5.12,3.18
"Premium","VS2",60,5.07,3.12
"Ideal","VS2",54,5.08,3.17
"Ideal","VS2",55,5.06,3.14
"Very Good","VS2",54,5.07,3.19
"Very Good","VS2",58,5.05,3.14
"Premium","VS1",59,5.12,3.08
"Ideal","VS2",57,5.08,3.13
"Ideal","VS2",54,5.08,3.19
"Ideal","VS2",55,5.09,3.15
"Ideal","VS1",56,5.21,3.22
"Ideal","SI1",54,5.19,3.21
"Premium","SI1",59,5.12,3.15
"Very Good","VS2",58,5.18,3.2
"Ideal","VS2",57,5.3,3.27
"Ideal","VS2",55,5.23,3.2
"Good","VS2",58,5.31,3.12
"Ideal","VS2",55,5.11,3.16
"Very Good","VS2",60,5.02,3.17
"Ideal","VS2",57,5.43,3.37
"Very Good","VS1",56,5.16,3.15
"Ideal","VS2",56,5.1,3.17
"Very Good","VS2",59,5.2,3.23
"Ideal","VS2",54,5.13,3.19
"Premium","VS1",60,5.1,3.1
"Ideal","VS2",56,5.17,3.14
"Ideal","VS2",56,5.12,3.13
"Ideal","VS2",54,5.09,3.19
"Very Good","VS2",58,5.07,3.21
"Ideal","VS2",57,5.04,3.16
"Very Good","VS2",59,5.09,3.22
"Ideal","SI1",57,5.34,3.33
"Very Good","VS2",58,5.17,3.21
"Ideal","VS2",56,5.22,3.2
"Ideal","SI1",56,5.15,3.2
"Ideal","VS2",57,5.16,3.16
"Ideal","VS1",59,5.25,3.11
"Very Good","VS2",60,5.04,3.19
"Ideal","SI1",56,5.31,3.27
"Ideal","SI1",54,5.36,3.27
"Ideal","VS1",56,5.22,3.27
"Good","VS2",56,5.05,3.22
"Good","VS2",56,5.05,3.23
"Very Good","VS1",61,5.11,3.18
"Ideal","VS2",56,5.34,3.32
"Premium","VS2",58,5.21,3.22
"Very Good","SI1",58,5.15,3.25
"Ideal","VS2",56,4.42,2.71
"Ideal","VS1",57,4.43,2.71
"Ideal","SI1",56,4.58,2.79
"Premium","SI2",57,4.37,2.71
"Premium","SI2",58,4.4,2.69
"Good","SI1",55,4.34,2.76
"Premium","SI1",61,4.39,2.68
"Very Good","SI2",54,4.34,2.73
"Ideal","VS2",57,5.45,3.24
"Ideal","VS1",56,4.92,3.09
"Ideal","SI1",54,5.47,3.45
"Ideal","VS2",56,5.29,3.2
"Ideal","VS1",56,5.24,3.23
"Ideal","VS1",56,5.24,3.22
"Premium","VS2",58,5.19,3.24
"Premium","SI1",58,5.26,3.26
"Premium","SI1",61,5.23,3.21
"Ideal","VS2",56,5.26,3.26
"Ideal","SI1",56,5.2,3.21
"Ideal","VVS2",57,5.14,3.12
"Very Good","VS2",58,5.07,3.21
"Very Good","SI1",56,5.36,3.37
"Premium","VS2",61,5.61,3.29
"Ideal","VS2",59,5.38,3.25
"Very Good","VS1",56,5.26,3.22
"Good","VS2",57,5.2,3.39
"Ideal","VS2",55,5.19,3.19
"Good","VS2",60,5.28,3.24
"Premium","VS2",61,5.27,3.23
"Premium","VS2",58,5.2,3.16
"Good","SI1",64,5.76,3.3
"Very Good","VS2",60,5.3,3.12
"Very Good","VS1",56,5.38,3.21
"Ideal","VS1",57,5.17,3.17
"Ideal","VS1",57,4.99,3.14
"Ideal","VS2",55,5.16,3.22
"Good","SI1",63,5.61,3.58
"Ideal","SI1",56,5.19,3.23
"Fair","SI2",63,5.71,3.7
"Ideal","SI1",56,5.36,3.32
"Very Good","VS1",59,5.15,3.21
"Ideal","VS2",55,5.09,3.18
"Very Good","VS2",59,5.25,3.32
"Ideal","VS2",53,5.13,3.15
"Premium","VS2",56,5.13,3.16
"Premium","VS2",58,5.1,3.14
"Ideal","SI1",56,5.14,3.12
"Premium","SI1",57,5.11,3.17
"Ideal","SI1",57,5.1,3.18
"Ideal","SI1",54,5.43,3.39
"Premium","VS2",59,5.17,3.1
"Ideal","VS2",54,5.26,3.22
"Ideal","VS2",57,5.14,3.18
"Ideal","VS2",56,5.11,3.18
"Premium","VS1",60,5.1,3.17
"Premium","VS1",59,5.06,3.17
"Ideal","VS2",56,5.15,3.15
"Ideal","VS2",55,5.08,3.19
"Premium","VS1",58,5.12,3.15
"Ideal","VS1",55,5.14,3.18
"Premium","VS2",59,5.06,3.18
"Ideal","VS2",57,5.13,3.16
"Ideal","VS2",57,5.1,3.19
"Ideal","SI1",55,5.23,3.18
"Ideal","VS1",57,5.72,3.54
"Ideal","VS2",58,5.38,3.31
"Ideal","VS2",56,5.33,3.28
"Ideal","VS2",56,5.26,3.22
"Ideal","VS2",58,5.16,3.22
"Fair","VS2",55.6,5.44,3.56
"Good","VS2",55,5.2,3.31
"Good","VS2",61,5.16,3.15
"Ideal","VS2",57,5.21,3.25
"Ideal","SI1",57,5.19,3.25
"Ideal","SI1",56,5.21,3.25
"Very Good","VS2",58,5.29,3.17
"Very Good","SI1",58,5.21,3.24
"Ideal","VS2",55,5.32,3.24
"Ideal","VS2",55,5.19,3.17
"Ideal","VS1",56,5.18,3.18
"Premium","VS2",61,5.17,3.06
"Premium","VS2",58,5.15,3.11
"Very Good","VS2",57,5.12,3.22
"Ideal","SI1",53,4.33,2.69
"Ideal","SI1",57,4.28,2.65
"Very Good","VS2",60,4.37,2.58
"Very Good","VS2",61,4.41,2.66
"Good","SI1",56,4.34,2.77
"Very Good","VS2",55,4.32,2.67
"Ideal","VS1",55,4.39,2.73
"Good","VS2",54,5.09,3.23
"Good","VS2",55,5.08,3.23
"Ideal","SI1",55,5.35,3.31
"Very Good","VS2",57,5.22,3.14
"Very Good","VS2",57,5.4,3.31
"Ideal","SI1",55,5.37,3.34
"Ideal","VS2",56,5.16,3.18
"Ideal","VS2",55,5.31,3.28
"Very Good","SI1",53.8,5.49,3.53
"Ideal","VS1",56,5.37,3.29
"Good","VS2",57,5.05,3.2
"Very Good","VS2",59,5.64,3.53
"Ideal","SI1",56,5.12,3.15
"Premium","SI1",59,5.77,3.42
"Very Good","VS1",62,5.32,3.17
"Premium","SI1",58,5.3,3.17
"Premium","VS2",59,5.34,3.24
"Ideal","VVS2",55,5.25,3.27
"Very Good","VS2",58,5.12,3.22
"Ideal","VS1",56,5.11,3.21
"Ideal","VS1",56,5.11,3.17
"Premium","VS2",56,5.29,3.28
"Ideal","SI1",56,5.29,3.25
"Ideal","SI1",56,5.26,3.27
"Ideal","VVS2",57,5.14,3.16
"Ideal","VS2",56,5.34,3.32
"Ideal","VS1",55,5.39,3.31
"Ideal","VVS1",55,4.55,2.8
"Very Good","SI2",60,5.62,3.53
"Good","VS2",61,5.26,3.08
"Very Good","VS2",58,5.4,3.41
"Very Good","VS1",57,5.12,3.17
"Ideal","VS2",55,5.1,3.17
"Very Good","VS2",57,5.23,3.25
"Premium","VS2",58,5.12,3.19
"Ideal","VS2",56,5.1,3.15
"Premium","SI2",59,5.81,3.55
"Ideal","SI1",55,5.29,3.28
"Ideal","VS2",55,5.12,3.2
"Ideal","VS1",58,5.04,3.15
"Very Good","SI1",57,5.41,3.24
"Ideal","VS1",52.4,5.07,3.18
"Ideal","VS2",56,5.27,3.2
"Ideal","VVS1",57,5.22,3.25
"Very Good","VS1",54,5.22,3.19
"Ideal","SI1",57,5.11,3.16
"Ideal","VS2",54,5.39,3.37
"Ideal","SI1",56,5.18,3.22
"Ideal","VS2",56,5.37,3.3
"Ideal","SI1",56,5.36,3.34
"Good","VS1",62,5.22,3.18
"Ideal","SI1",55,5.48,3.16
"Premium","VS2",58,5.17,3.13
"Ideal","SI1",55,5.18,3.19
"Premium","SI1",57,5.13,3.18
"Premium","SI1",58,5.14,3.16
"Ideal","VS2",57,5.08,3.2
"Very Good","SI1",59,5.51,3.37
"Ideal","VS2",55,5.17,3.2
"Premium","VS1",60,5.13,3.16
"Ideal","VS2",56,5.11,3.19
"Premium","VS1",59,5.13,3.21
"Ideal","VS1",55,5.17,3.21
"Ideal","VS1",56,5.11,3.2
"Premium","VS1",59,5.35,3.22
"Ideal","VS2",57,5.21,3.18
"Ideal","IF",54,5.29,3.29
"Ideal","SI1",56,5.35,3.3
"Premium","SI1",61,5.68,3.53
"Ideal","VS2",55,5.33,3.29
"Ideal","VS1",56,5.12,3.18
"Very Good","VS1",58,5.08,3.16
"Ideal","VS2",57,5.27,3.23
"Very Good","VS2",56,5.25,3.25
"Fair","VS1",63,5.73,3.33
"Very Good","VVS2",57,4.32,2.66
"Very Good","VVS1",56,4.03,2.5
"Very Good","VVS1",55,3.98,2.42
"Ideal","VVS2",56,4.06,2.5
"Ideal","VVS1",55,4.04,2.53
"Ideal","SI1",54,4.67,2.91
"Very Good","VVS2",55,3.98,2.53
"Ideal","VVS2",55,3.99,2.5
"Good","SI1",56,5.32,3.4
"Ideal","VS1",56,5.2,3.18
"Ideal","VS2",56,5.2,3.22
"Premium","VS2",60,5.14,3.2
"Ideal","VS2",55,5.13,3.15
"Ideal","VS1",56,5.13,3.15
"Premium","SI2",58,5.7,3.53
"Ideal","VS1",55,5.32,3.21
"Very Good","VS1",56,5.17,3.31
"Ideal","VS2",59,5.36,3.29
"Premium","VVS1",56,5.28,3.28
"Ideal","VS1",56,5.28,3.3
"Premium","VS2",58,5.36,3.26
"Ideal","SI1",56,5.3,3.29
"Ideal","VS2",55,5.3,3.24
"Premium","SI1",59,5.25,3.28
"Premium","SI1",60,5.3,3.2
"Good","SI2",59,5.66,3.56
"Premium","VS2",59,5.13,3.11
"Ideal","VS1",57,5.19,3.18
"Very Good","VS2",61,5.23,3.11
"Fair","VS1",60,5.23,3.41
"Very Good","VS2",59,5.19,3.08
"Fair","VVS2",58,4.91,3.2
"Fair","I1",60,6.15,4.09
"Very Good","IF",60,5.08,3.14
"Ideal","SI1",57,5.24,3.19
"Premium","VVS2",58,5.15,3.16
"Premium","SI1",58,5.68,3.31
